R1, R2, C1, C2
B3, AA, 7E, 9E
2A, CB, 7E, 9F
E9, 77, 7E, A0
FE, 2F, 7E, A1
45, 6, 7E, A2
99, C0, 7E, A3
EE, AA, 7E, A4
C0, 93, 7E, A5
B2, 43, 7E, A6
6A, 99, 7E, A7
E1, 7C, 7E, A8
BE, 1F, 7E, A9
40, BC, 7E, AA
E9, 14, 7E, AB
FE, 84, 7E, AC
42, FB, 7E, AD
AD, BF, 7E, AE
EE, FB, 7E, AF
C2, 48, 7E, B0
A5, 36, 7E, B1
6A, FB, 7E, B2
E1, D1, 7E, B3
B9, 54, 7E, B4
7E, B1, 7E, B5
E9, 21, 7E, B6
FF, 39, 7E, B7
48, 70, 7E, B8
F1, AA, 7E, B9
EE, B8, 7E, BA
C3, 3D, 7E, BB
A8, 2D, 7E, BC
6A, E9, 7E, BD
E1, A6, 7E, BE
BB, 89, 7E, BF
94, AA, 7E, C0
E9, DA, 7E, C1
F8, 7E, 7E, C2
75, E5, 7E, C3
5, A0, 7E, C4
EF, 49, 7E, C5
CC, 92, 7E, C6
D3, 20, 7E, C7
6A, 97, 7E, C8
E2, 2B, 7E, C9
A6, FE, 7E, CA
82, 9F, 7E, CB
E9, FB, 7E, CC
F8, B3, 7E, CD
73, 5A, 7E, CE
29, 9D, 7E, CF
EF, 26, 7E, D0
CE, 47, 7E, D1
C6, 17, 7E, D2
6A, B9, 7E, D3
E2, C8, 7E, D4
A1, 33, 7E, D5
B8, 90, 7E, D6
E9, C0, 7E, D7
F9, E8, 7E, D8
78, CF, 7E, D9
7D, 8A, 7E, DA
EF, 1F, 7E, DB
CF, FC, 7E, DC
C9, A, 7E, DD
6A, AB, 7E, DE
E2, 8D, 7E, DF
AC, 68, 7E, E0
D6, 85, 7E, E1
E9, BD, 7E, E2
FA, 4D, 7E, E3
66, 44, 7E, E4
81, 87, 7E, E5
EF, E4, 7E, E6
C8, 91, 7E, E7
FC, 1, 7E, E8
6A, 69, 7E, E9
E3, D2, 7E, EA
AE, 5D, 7E, EB
CC, 7E, 7E, EC
E9, 5E, 7E, ED
FA, 62, 7E, EE
63, 39, 7E, EF
D5, 7C, 7E, F0
EF, 4D, 7E, F1
CA, C6, 7E, F2
E7, F4, 7E, F3
6A, 7F, 7E, F4
E3, 27, 7E, F5
A9, 12, 7E, F6
FA, 73, 7E, F7
E9, 7F, 7E, F8
FB, 7, 7E, F9
69, AE, 7E, FA
F9, 69, 7E, FB
EF, 62, 7E, FC
CB, 3B, 7E, FD
EA, EB, 7E, FE
6A, 69, 7E, FF
D5, 88, 7F, 0
17, 66, 7F, 1
EB, 9D, 7F, 2
E5, AD, 7F, 3
97, A4, 7F, 4
0, 60, 7F, 5
E9, 84, 7F, 6
F5, 71, 7F, 7
1D, E0, 7F, 8
6A, A9, 7F, 9
ED, F2, 7F, A
D7, 7D, 7F, B
D, 5D, 7F, C
EB, BE, 7F, D
E5, 42, 7F, E
92, 19, 7F, F
54, 5B, 7F, 10
E9, ED, 7F, 11
F7, E6, 7F, 12
6, D5, 7F, 13
6A, BF, 7F, 14
ED, 7, 7F, 15
D0, 32, 7F, 16
3B, 50, 7F, 17
EB, 9F, 7F, 18
E4, 27, 7F, 19
98, 8E, 7F, 1A
78, 4E, 7F, 1B
E9, C2, 7F, 1C
F6, 1B, 7F, 1D
B, CA, 7F, 1E
6A, A9, 7F, 1F
EC, B4, 7F, 20
DD, E7, 7F, 21
51, 47, 7F, 22
EB, FC, 7F, 23
E7, FC, 7F, 24
87, 3, 7F, 25
8C, 41, 7F, 26
E9, 23, 7F, 27
F0, B0, 7F, 28
3C, BF, 7F, 29
6A, EB, 7F, 2A
EC, 99, 7F, 2B
DE, DC, 7F, 2C
4F, 3A, 7F, 2D
EB, 99, 7F, 2E
E7, 31, 7F, 2F
8D, F8, 7F, 30
D0, 34, 7F, 31
E9, 0, 7F, 32
F3, A5, 7F, 33
21, B4, 7F, 34
6A, F9, 7F, 35
EC, 7E, 7F, 36
D8, 11, 7F, 37
65, 31, 7F, 38
EB, A2, 7F, 39
E6, 76, 7F, 3A
88, 6D, 7F, 3B
E4, 2F, 7F, 3C
E9, 21, 7F, 3D
F2, 1A, 7F, 3E
2A, A9, 7F, 3F
6A, 97, 7F, 40
EF, D3, 7F, 41
C5, 46, 7F, 42
93, 24, 7F, 43
EB, 53, 7F, 44
E1, 8B, 7F, 45
B6, E2, 7F, 46
8, 23, 7F, 47
E8, FE, 7F, 48
FC, CF, 7F, 49
5F, 9E, 7F, 4A
6A, A9, 7F, 4B
EF, 80, 7F, 4C
C6, BB, 7F, 4D
89, 1B, 7F, 4E
EB, 78, 7F, 4F
E0, E0, 7F, 50
BD, 57, 7F, 51
5C, 14, 7F, 52
E8, A7, 7F, 53
FF, 64, 7F, 54
40, 93, 7F, 55
6A, BB, 7F, 56
EF, 55, 7F, 57
C3, F0, 7F, 58
A7, E, 7F, 59
EB, 45, 7F, 5A
E0, 45, 7F, 5B
BB, CC, 7F, 5C
60, 9, 7F, 5D
E8, 8C, 7F, 5E
FE, 19, 7F, 5F
75, 88, 7F, 60
6A, 99, 7F, 61
EE, EA, 7F, 62
CD, 25, 7F, 63
DD, 5, 7F, 64
EB, 36, 7F, 65
E3, 9A, 7F, 66
A6, 41, 7F, 67
B4, 2, 7F, 68
E8, A5, 7F, 69
F8, 4E, 7F, 6A
7E, 7D, 7F, 6B
6A, 6F, 7F, 6C
EE, 6F, 7F, 6D
CE, 9A, 7F, 6E
CB, F8, 7F, 6F
EB, E7, 7F, 70
E2, 1F, 7F, 71
AC, 36, 7F, 72
D8, F7, 7F, 73
E8, DA, 7F, 74
FB, A3, 7F, 75
63, 72, 7F, 76
6A, 79, 7F, 77
EE, CC, 7F, 78
CB, 4F, 7F, 79
E1, EF, 7F, 7A
EB, E4, 7F, 7B
E2, D4, 7F, 7C
AB, AB, 7F, 7D
EC, E8, 7F, 7E
E8, EB, 7F, 7F
E5, 18, 7F, 80
94, 67, 7F, 81
6A, 9B, 7F, 82
E9, 1, 7F, 83
F4, 4, 7F, 84
1F, E3, 7F, 85
EA, 11, 7F, 86
ED, 69, 7F, 87
D1, 20, 7F, 88
30, DE, 7F, 89
EB, 8, 7F, 8A
E4, 4D, 7F, 8B
99, 5C, 7F, 8C
6A, A9, 7F, 8D
E9, 56, 7F, 8E
F6, F9, 7F, 8F
35, D8, 7F, 90
EA, A, 7F, 91
EC, E, 7F, 92
DC, 95, 7F, 93
44, D5, 7F, 94
EB, 79, 7F, 95
E7, E2, 7F, 96
82, 51, 7F, 97
6A, B7, 7F, 98
E9, FB, 7F, 99
F3, AE, 7F, 9A
23, CD, 7F, 9B
EA, B, 7F, 9C
EC, E3, 7F, 9D
DA, A, 7F, 9E
68, C8, 7F, 9F
EB, B6, 7F, A0
E1, 17, 7F, A1
B7, 46, 7F, A2
6A, 99, 7F, A3
E8, 18, 7F, A4
FC, 63, 7F, A5
59, C2, 7F, A6
EA, 70, 7F, A7
EF, B8, 7F, A8
89, 0, 7F, A9
BC, BF, 7F, AA
EB, EF, 7F, AB
E0, CC, 7F, AC
B8, 3B, 7F, AD
6A, EB, 7F, AE
E8, 3D, 7F, AF
F9, 58, 7F, B0
77, B7, 7F, B1
EA, 2D, 7F, B2
EE, 7D, 7F, B3
CF, 74, 7F, B4
C0, B2, 7F, B5
EB, 94, 7F, B6
E3, A1, 7F, B7
AD, 30, 7F, B8
6A, E9, 7F, B9
E8, 82, 7F, BA
FB, 8D, 7F, BB
6D, AC, 7F, BC
EA, 2E, 7F, BD
EE, B2, 7F, BE
CA, E9, 7F, BF
14, A8, 7F, C0
EA, 5D, 7F, C1
ED, 16, 7F, C2
D6, 25, 7F, C3
6A, 9F, 7F, C4
EB, 77, 7F, C5
E4, C2, 7F, C6
9B, A1, 7F, C7
EA, CF, 7F, C8
E9, F7, 7F, C9
F0, 5E, 7F, CA
38, 9D, 7F, CB
EA, 52, 7F, CC
EC, CB, 7F, CD
DB, 1A, 7F, CE
6A, A9, 7F, CF
EB, E4, 7F, D0
E1, 37, 7F, D1
B1, 96, 7F, D2
EA, CC, 7F, D3
E8, 2C, 7F, D4
FF, D3, 7F, D5
4C, 92, 7F, D6
EA, 33, 7F, D7
EE, 60, 7F, D8
CC, F, 7F, D9
6A, AB, 7F, DA
EB, A9, 7F, DB
E2, 6C, 7F, DC
AF, 8B, 7F, DD
EA, C9, 7F, DE
E8, 81, 7F, DF
E5, 48, 7F, E0
90, 87, 7F, E1
EA, F0, 7F, E2
E9, 15, 7F, E3
F1, 4, 7F, E4
6A, 99, 7F, E5
EA, 4E, 7F, E6
EC, A1, 7F, E7
C5, 80, 7F, E8
EA, 52, 7F, E9
EB, 26, 7F, EA
E0, 3D, 7F, EB
A4, 7C, 7F, EC
EA, 31, 7F, ED
E8, 4A, 7F, EE
FA, F9, 7F, EF
6A, 77, 7F, F0
EA, 3, 7F, F1
E9, 16, 7F, F2
F3, 75, 7F, F3
EA, 63, 7F, F4
EA, DB, 7F, F5
EE, B2, 7F, F6
C8, 71, 7F, F7
EA, 6E, 7F, F8
EA, BF, 7F, F9
EF, EE, 7F, FA
6A, 69, 7F, FB
EA, 70, 7F, FC
EA, CB, 7F, FD
E9, 6A, 7F, FE
EA, 68, 7F, FF
16, D7, 80, 0
10, 98, 80, 1
16, 93, 80, 2
16, EA, 80, 3
12, 1B, 80, 4
96, 99, 80, 5
16, A9, 80, 6
17, 7E, 80, 7
7, 9F, 80, 8
16, B3, 80, 9
16, 9, 80, A
13, 62, 80, B
24, A3, 80, C
16, 92, 80, D
17, 75, 80, E
19, 26, 80, F
96, B7, 80, 10
16, 24, 80, 11
12, 9, 80, 12
31, AA, 80, 13
16, 82, 80, 14
17, F4, 80, 15
1D, ED, 80, 16
48, AE, 80, 17
16, CD, 80, 18
15, 80, 80, 19
C, 31, 80, 1A
96, A9, 80, 1B
16, 57, 80, 1C
11, D4, 80, 1D
2B, B5, 80, 1E
16, 89, 80, 1F
14, BF, 80, 20
6, 78, 80, 21
9C, B9, 80, 22
16, 34, 80, 23
12, 2B, 80, 24
33, 3C, 80, 25
96, 9B, 80, 26
17, 82, 80, 27
1C, 9F, 80, 28
45, C0, 80, 29
16, 94, 80, 2A
14, 7A, 80, 2B
0, 83, 80, 2C
A0, C4, 80, 2D
16, 7F, 80, 2E
13, 36, 80, 2F
26, 47, 80, 30
96, F9, 80, 31
17, 5D, 80, 32
1A, 2A, 80, 33
7F, CB, 80, 34
16, A7, 80, 35
15, A5, 80, 36
D, E, 80, 37
F4, CF, 80, 38
16, 36, 80, 39
11, 81, 80, 3A
2D, 52, 80, 3B
96, EF, 80, 3C
17, 38, 80, 3D
19, 75, 80, 3E
69, D6, 80, 3F
16, 56, 80, 40
12, C0, 80, 41
37, 99, 80, 42
18, DB, 80, 43
17, C9, 80, 44
1E, 6C, 80, 45
50, 5D, 80, 46
96, 99, 80, 47
14, 9B, 80, 48
4, 80, 80, 49
83, E1, 80, 4A
16, 75, 80, 4B
12, 2B, 80, 4C
30, 24, 80, 4D
2C, E4, 80, 4E
17, D8, 80, 4F
1C, F7, 80, 50
47, 68, 80, 51
96, BB, 80, 52
14, 76, 80, 53
3, CB, 80, 54
BD, EC, 80, 55
16, 40, 80, 56
13, 96, 80, 57
3A, AF, 80, 58
70, F1, 80, 59
17, 9B, 80, 5A
1D, 82, 80, 5B
4A, 73, 80, 5C
96, A9, 80, 5D
14, 1, 80, 5E
1, 16, 80, 5F
D7, F7, 80, 60
16, 3B, 80, 61
10, D1, 80, 62
27, 3A, 80, 63
84, FA, 80, 64
17, 6A, 80, 65
1A, 2D, 80, 66
71, 7E, 80, 67
96, 97, 80, 68
15, 4C, 80, 69
C, A1, 80, 6A
C1, 2, 80, 6B
16, DA, 80, 6C
10, DC, 80, 6D
21, 45, 80, 6E
A8, 7, 80, 6F
17, C5, 80, 70
18, 38, 80, 71
64, 89, 80, 72
96, 79, 80, 73
15, AF, 80, 74
B, 6C, 80, 75
FB, D, 80, 76
16, E1, 80, 77
11, 87, 80, 78
2A, D0, 80, 79
FC, 10, 80, 7A
17, FC, 80, 7B
19, 83, 80, 7C
6B, 94, 80, 7D
96, 6B, 80, 7E
15, EA, 80, 7F
36, 37, 80, 80
15, 19, 80, 81
17, 1C, 80, 82
1E, 22, 80, 83
54, 5B, 80, 84
0, 1E, 80, 85
14, 7, 80, 86
6, EE, 80, 87
9E, 9F, 80, 88
96, A9, 80, 89
12, 75, 80, 8A
34, C2, 80, 8B
F, 22, 80, 8C
17, 3F, 80, 8D
1E, CD, 80, 8E
51, E6, 80, 8F
54, 25, 80, 90
14, 6E, 80, 91
4, 79, 80, 92
85, AA, 80, 93
96, BF, 80, 94
12, 80, 80, 95
33, 8D, 80, 96
39, 2F, 80, 97
17, 1E, 80, 98
1F, A8, 80, 99
5B, 71, 80, 9A
78, 30, 80, 9B
14, 41, 80, 9C
5, 84, 80, 9D
88, B5, 80, 9E
96, A9, 80, 9F
13, 33, 80, A0
3E, 58, 80, A1
53, 38, 80, A2
17, 7D, 80, A3
1C, 73, 80, A4
44, FC, 80, A5
8C, 3F, 80, A6
14, A0, 80, A7
3, 2F, 80, A8
BF, C0, 80, A9
96, EB, 80, AA
13, 1E, 80, AB
3D, 63, 80, AC
4D, 45, 80, AD
17, 18, 80, AE
1C, BE, 80, AF
4E, 7, 80, B0
D0, 4A, 80, B1
14, 83, 80, B2
0, 3A, 80, B3
A2, CB, 80, B4
96, F9, 80, B5
13, F9, 80, B6
3B, AE, 80, B7
67, 4E, 80, B8
17, 23, 80, B9
1D, F9, 80, BA
4B, 92, 80, BB
E4, 51, 80, BC
14, A2, 80, BD
1, 85, 80, BE
A9, D6, 80, BF
96, 97, 80, C0
10, 54, 80, C1
26, F9, 80, C2
91, 5B, 80, C3
17, D2, 80, C4
1A, 4, 80, C5
75, 1D, 80, C6
8, 5D, 80, C7
15, 7D, 80, C8
F, 50, 80, C9
DC, E1, 80, CA
96, A9, 80, CB
10, 7, 80, CC
25, 4, 80, CD
8B, 64, 80, CE
17, F9, 80, CF
1B, 6F, 80, D0
7E, A8, 80, D1
5C, 6A, 80, D2
15, 24, 80, D3
C, FB, 80, D4
C3, EC, 80, D5
96, BB, 80, D6
10, D2, 80, D7
20, 4F, 80, D8
A5, 71, 80, D9
17, C4, 80, DA
1B, CA, 80, DB
78, 33, 80, DC
60, 77, 80, DD
15, F, 80, DE
D, 86, 80, DF
F6, F7, 80, E0
96, 99, 80, E1
11, 6D, 80, E2
2E, 9A, 80, E3
DF, 7A, 80, E4
17, B7, 80, E5
18, 15, 80, E6
65, BE, 80, E7
B4, 7C, 80, E8
15, 26, 80, E9
B, D1, 80, EA
FD, 2, 80, EB
96, 6F, 80, EC
11, E8, 80, ED
2D, 25, 80, EE
C9, 87, 80, EF
17, 66, 80, F0
19, 90, 80, F1
6F, C9, 80, F2
D8, 89, 80, F3
15, 59, 80, F4
8, 3C, 80, F5
E0, D, 80, F6
96, 79, 80, F7
11, 4B, 80, F8
28, F0, 80, F9
E3, 90, 80, FA
17, 65, 80, FB
19, 5B, 80, FC
68, 54, 80, FD
EC, 96, 80, FE
15, 68, 80, FF
17, 16, 81, 0
96, 99, 81, 1
1F, 8D, 81, 2
57, 7A, 81, 3
1E, 99, 81, 4
15, 97, 81, 5
7, F5, 81, 6
94, 5E, 81, 7
35, 9B, 81, 8
13, 86, 81, 9
36, F1, 81, A
1C, 23, 81, B
96, AF, 81, C
1F, C8, 81, D
54, 5, 81, E
8, A4, 81, F
15, 86, 81, 10
6, B0, 81, 11
9E, E9, 81, 12
59, AE, 81, 13
13, F9, 81, 14
35, 1C, 81, 15
1, 2C, 81, 16
96, B9, 81, 17
1F, 6B, 81, 18
51, D0, 81, 19
22, B3, 81, 1A
15, 85, 81, 1B
6, 7B, 81, 1C
99, 74, 81, 1D
6D, B1, 81, 1E
13, C8, 81, 1F
33, A7, 81, 20
36, 39, 81, 21
96, 9B, 81, 22
1E, A6, 81, 23
5E, 9B, 81, 24
5C, BE, 81, 25
15, F0, 81, 26
5, C6, 81, 27
4B, 0, 81, 28
B1, C4, 81, 29
13, 6B, 81, 2A
32, B2, 81, 2B
3B, 42, 81, 2C
96, E9, 81, 2D
1E, B1, 81, 2E
5C, 26, 81, 2F
76, C5, 81, 30
15, AB, 81, 31
4, E1, 81, 32
8E, A, 81, 33
C5, CF, 81, 34
13, 1A, 81, 35
31, 1D, 81, 36
20, 4F, 81, 37
96, F7, 81, 38
1E, 1C, 81, 39
59, 71, 81, 3A
60, D0, 81, 3B
15, AA, 81, 3C
4, C, 81, 3D
88, 95, 81, 3E
E9, D2, 81, 3F
12, D5, 81, 40
3F, E8, 81, 41
55, 58, 81, 42
96, 99, 81, 43
1D, FF, 81, 44
46, BC, 81, 45
9A, DF, 81, 46
15, 51, 81, 47
3, 57, 81, 48
B3, 20, 81, 49
3D, E4, 81, 4A
12, CC, 81, 4B
3E, 73, 81, 4C
5A, 65, 81, 4D
96, AB, 81, 4E
1D, 9A, 81, 4F
43, C7, 81, 50
B4, EA, 81, 51
15, 4C, 81, 52
2, D2, 81, 53
BD, AB, 81, 54
41, E9, 81, 55
12, B7, 81, 56
3D, 1E, 81, 57
4F, 6E, 81, 58
96, A9, 81, 59
1D, 25, 81, 5A
41, 12, 81, 5B
AE, F1, 81, 5C
15, 4F, 81, 5D
2, 1D, 81, 5E
B8, 36, 81, 5F
95, F2, 81, 60
12, 7E, 81, 61
3B, A9, 81, 62
74, 7B, 81, 63
96, 9F, 81, 64
1C, D0, 81, 65
4E, 5D, 81, 66
D8, FC, 81, 67
15, 2E, 81, 68
1, 98, 81, 69
A2, 41, 81, 6A
B9, 7, 81, 6B
12, B1, 81, 6C
3A, B4, 81, 6D
79, 84, 81, 6E
96, 69, 81, 6F
1C, 83, 81, 70
4B, 68, 81, 71
F2, B, 81, 72
15, ED, 81, 73
0, 43, 81, 74
AD, CC, 81, 75
CD, 8, 81, 76
12, D0, 81, 77
38, 1F, 81, 78
6E, 91, 81, 79
96, 6B, 81, 7A
1C, CE, 81, 7B
48, 33, 81, 7C
EC, 16, 81, 7D
15, E8, 81, 7E
0, EE, 81, 7F
D7, 57, 81, 80
11, 1E, 81, 81
11, 13, 81, 82
27, 6A, 81, 83
93, 9A, 81, 84
96, 99, 81, 85
1B, 29, 81, 86
76, FE, 81, 87
6, 1C, 81, 88
14, 33, 81, 89
F, 89, 81, 8A
D2, E2, 81, 8B
25, 25, 81, 8C
11, 12, 81, 8D
26, F5, 81, 8E
98, A7, 81, 8F
96, B7, 81, 90
1B, A4, 81, 91
73, 89, 81, 92
30, 29, 81, 93
14, 2, 81, 94
E, 74, 81, 95
DC, 6D, 81, 96
49, 28, 81, 97
11, 4D, 81, 98
24, 0, 81, 99
8D, B0, 81, 9A
96, A9, 81, 9B
1B, D7, 81, 9C
70, 54, 81, 9D
2A, 36, 81, 9E
14, 9, 81, 9F
D, 3F, 81, A0
C7, F8, 81, A1
9D, 3F, 81, A2
11, B4, 81, A3
23, AB, 81, A4
B2, BD, 81, A5
96, 9B, 81, A6
1A, 2, 81, A7
7D, 1F, 81, A8
44, 43, 81, A9
14, 14, 81, AA
D, FA, 81, AB
C1, 3, 81, AC
A1, 42, 81, AD
11, FF, 81, AE
22, B6, 81, AF
A7, C6, 81, B0
96, F9, 81, B1
1A, DD, 81, B2
7B, AA, 81, B3
7E, 48, 81, B4
14, 27, 81, B5
C, 25, 81, B6
CC, 8E, 81, B7
F5, 49, 81, B8
11, B6, 81, B9
20, 1, 81, BA
AC, D3, 81, BB
96, EF, 81, BC
1A, B8, 81, BD
78, F5, 81, BE
68, 55, 81, BF
14, D6, 81, C0
B, 40, 81, C1
F6, 19, 81, C2
19, 5D, 81, C3
10, 49, 81, C4
2F, EC, 81, C5
D1, DC, 81, C6
96, 99, 81, C7
19, 1B, 81, C8
65, 0, 81, C9
82, 62, 81, CA
14, F5, 81, CB
B, AB, 81, CC
F1, A4, 81, CD
2D, 62, 81, CE
10, 58, 81, CF
2D, 77, 81, D0
C6, E9, 81, D1
96, BB, 81, D2
19, F6, 81, D3
62, 4B, 81, D4
BC, 6F, 81, D5
14, C0, 81, D6
A, 16, 81, D7
FB, 2F, 81, D8
71, 77, 81, D9
10, 1B, 81, DA
2C, 2, 81, DB
CB, F2, 81, DC
96, A9, 81, DD
19, 81, 81, DE
60, 96, 81, DF
D6, 74, 81, E0
14, BB, 81, E1
9, 51, 81, E2
E6, BA, 81, E3
85, 7C, 81, E4
10, EA, 81, E5
2B, AD, 81, E6
B8, 0, 81, E7
96, 97, 81, E8
18, CC, 81, E9
6D, 21, 81, EA
C0, 81, 81, EB
14, 5A, 81, EC
9, 5C, 81, ED
E0, C5, 81, EE
A9, 81, 81, EF
10, 45, 81, F0
29, B8, 81, F1
E5, 8, 81, F2
96, 79, 81, F3
18, 2F, 81, F4
6A, EC, 81, F5
FA, 8E, 81, F6
14, 61, 81, F7
8, 7, 81, F8
EB, 50, 81, F9
FD, 96, 81, FA
10, 7C, 81, FB
28, 3, 81, FC
EA, 15, 81, FD
96, 6B, 81, FE
18, 6A, 81, FF
19, 93, 82, 0
1C, 9B, 82, 1
38, B1, 82, 2
19, 5B, 82, 3
A, 93, 82, 4
10, 8A, 82, 5
58, 4D, 82, 6
1F, 1C, 82, 7
9A, 97, 82, 8
8, EC, 82, 9
9A, 1, 82, A
F, A6, 82, B
1C, BA, 82, C
38, 7C, 82, D
1F, E4, 82, E
26, AE, 82, F
10, E5, 82, 10
5A, 98, 82, 11
A, 2B, 82, 12
9A, B9, 82, 13
8, F, 82, 14
9D, CC, 82, 15
35, A9, 82, 16
1C, 81, 82, 17
39, 27, 82, 18
14, 71, 82, 19
72, B9, 82, 1A
10, DC, 82, 1B
5B, 23, 82, 1C
5, 36, 82, 1D
9A, AB, 82, 1E
8, 4A, 82, 1F
90, 97, 82, 20
5B, BC, 82, 21
1C, FC, 82, 22
3A, 82, 82, 23
A, FA, 82, 24
8E, B4, 82, 25
10, 27, 82, 26
5C, 4E, 82, 27
30, 3D, 82, 28
9A, E9, 82, 29
9, 95, 82, 2A
92, 22, 82, 2B
41, C7, 82, 2C
1C, 9F, 82, 2D
3A, 2D, 82, 2E
F, 7, 82, 2F
DA, CF, 82, 30
10, E, 82, 31
5E, 99, 82, 32
2B, 48, 82, 33
62, 0, 82, 34
9, 60, 82, 35
95, 6D, 82, 36
77, CA, 82, 37
1C, BE, 82, 38
3B, 48, 82, 39
5, 90, 82, 3A
F6, DA, 82, 3B
10, 21, 82, 3C
5F, 64, 82, 3D
26, 57, 82, 3E
9A, E9, 82, 3F
A, D3, 82, 40
88, B8, 82, 41
9D, DD, 82, 42
1C, 5D, 82, 43
3C, 93, 82, 44
3A, 1D, 82, 45
2, D4, 82, 46
11, C0, 82, 47
51, CF, 82, 48
51, 62, 82, 49
9A, AB, 82, 4A
A, BE, 82, 4B
8B, C3, 82, 4C
83, E0, 82, 4D
1C, 78, 82, 4E
3C, 1E, 82, 4F
30, A6, 82, 50
5E, E1, 82, 51
11, A3, 82, 52
52, 9A, 82, 53
4C, 69, 82, 54
9A, B9, 82, 55
A, 59, 82, 56
8D, E, 82, 57
A9, EB, 82, 58
1C, 43, 82, 59
3D, 59, 82, 5A
35, 33, 82, 5B
6A, FA, 82, 5C
11, 82, 82, 5D
53, 25, 82, 5E
47, 74, 82, 5F
9A, 97, 82, 60
B, F4, 82, 61
80, 59, 82, 62
DF, FE, 82, 63
1C, 32, 82, 64
3E, A4, 82, 65
2B, BC, 82, 66
86, F7, 82, 67
11, 5D, 82, 68
55, 30, 82, 69
72, 83, 82, 6A
9A, 69, 82, 6B
B, 67, 82, 6C
83, 64, 82, 6D
C5, 1, 82, 6E
1C, D9, 82, 6F
3F, F, 82, 70
20, C9, 82, 71
D2, 0, 82, 72
11, C4, 82, 73
56, 9B, 82, 74
6D, 8E, 82, 75
9A, 7B, 82, 76
B, B2, 82, 77
86, 2F, 82, 78
EB, 14, 82, 79
1C, E4, 82, 7A
3F, AA, 82, 7B
26, 52, 82, 7C
EE, 1D, 82, 7D
11, EF, 82, 7E
57, E6, 82, 7F
98, 95, 82, 80
9A, 99, 82, 81
C, D, 82, 82
B8, FA, 82, 83
11, 1E, 82, 84
1D, 17, 82, 85
30, 75, 82, 86
5B, DF, 82, 87
3A, 15, 82, 88
12, 6, 82, 89
49, 71, 82, 8A
93, A0, 82, 8B
9A, AF, 82, 8C
C, 48, 82, 8D
BB, 85, 82, 8E
7, 23, 82, 8F
1D, 6, 82, 90
31, 30, 82, 91
51, 68, 82, 92
56, 20, 82, 93
12, 79, 82, 94
4A, 9C, 82, 95
8E, AF, 82, 96
9A, B9, 82, 97
C, EB, 82, 98
BE, 50, 82, 99
2D, 34, 82, 9A
1D, 5, 82, 9B
31, FB, 82, 9C
56, F5, 82, 9D
62, 3F, 82, 9E
12, 48, 82, 9F
4C, 27, 82, A0
B9, BA, 82, A1
9A, 9B, 82, A2
D, 26, 82, A3
B1, 1B, 82, A4
53, 39, 82, A5
1D, 70, 82, A6
32, 46, 82, A7
4C, 7E, 82, A8
BE, 4A, 82, A9
12, EB, 82, AA
4D, 32, 82, AB
B4, C1, 82, AC
9A, E9, 82, AD
D, 31, 82, AE
B3, A6, 82, AF
79, 42, 82, B0
1D, 2B, 82, B1
33, 61, 82, B2
41, 8B, 82, B3
CA, 41, 82, B4
12, 9A, 82, B5
4E, 9D, 82, B6
AF, CC, 82, B7
9A, F7, 82, B8
D, 9C, 82, B9
B6, F1, 82, BA
6F, 57, 82, BB
1D, 2A, 82, BC
33, 8C, 82, BD
47, 14, 82, BE
E6, 5C, 82, BF
13, 55, 82, C0
40, 68, 82, C1
DA, DB, 82, C2
9A, 99, 82, C3
E, 7F, 82, C4
A9, 3C, 82, C5
95, 58, 82, C6
1D, D1, 82, C7
34, D7, 82, C8
7C, A1, 82, C9
32, 6A, 82, CA
13, 4C, 82, CB
41, F3, 82, CC
D5, E6, 82, CD
9A, AB, 82, CE
E, 1A, 82, CF
AC, 47, 82, D0
BB, 6D, 82, D1
1D, CC, 82, D2
35, 52, 82, D3
72, 2A, 82, D4
4E, 67, 82, D5
13, 37, 82, D6
42, 9E, 82, D7
C0, ED, 82, D8
9A, A9, 82, D9
E, A5, 82, DA
AE, 92, 82, DB
A1, 76, 82, DC
1D, CF, 82, DD
35, 9D, 82, DE
77, B7, 82, DF
9A, 7C, 82, E0
13, FE, 82, E1
44, 29, 82, E2
FB, F8, 82, E3
9A, 9F, 82, E4
F, 50, 82, E5
A1, DD, 82, E6
D7, 7B, 82, E7
1D, AE, 82, E8
36, 18, 82, E9
6D, C0, 82, EA
B6, 89, 82, EB
13, 31, 82, EC
45, 34, 82, ED
F6, 7, 82, EE
9A, 69, 82, EF
F, 3, 82, F0
A4, E8, 82, F1
FD, 8C, 82, F2
1D, 6D, 82, F3
37, C3, 82, F4
62, 4D, 82, F5
C2, 86, 82, F6
13, 50, 82, F7
47, 9F, 82, F8
E1, 12, 82, F9
9A, 6B, 82, FA
F, 4E, 82, FB
A7, B3, 82, FC
E3, 91, 82, FD
1D, 68, 82, FE
37, 6E, 82, FF
1B, 9B, 83, 0
15, 9E, 83, 1
79, C9, 83, 2
1A, 19, 83, 3
9A, 9F, 83, 4
1, B0, 83, 5
D8, 3D, 83, 6
16, 98, 83, 7
1F, 8E, 83, 8
29, 38, 83, 9
9C, E0, 83, A
37, AE, 83, B
15, 91, 83, C
78, 14, 83, D
17, 26, 83, E
9A, A9, 83, F
1, 23, 83, 10
DD, C8, 83, 11
3C, AF, 83, 12
1F, 8D, 83, 13
28, E3, 83, 14
93, 6D, 83, 15
43, A1, 83, 16
15, F0, 83, 17
7A, BF, 83, 18
